"year","CI_high","CI_low","LPI_final","npops","nsp","threshold","pct"
"2013",1.44381390632079,1.21326924429978,1.32529508581762,5044,819,-0.788124456371957,"10%"
"2014",1.45999571559419,1.22380118158333,1.33828921797786,5044,819,-0.788124456371957,"10%"
"2015",1.48106729720417,1.23920118860034,1.35635107128796,5044,819,-0.788124456371957,"10%"
"2016",1.49916616226928,1.25131788897117,1.37078911306998,5044,819,-0.788124456371957,"10%"
"2017",1.5038769962244,1.25365481906033,1.37414989754054,5044,819,-0.788124456371957,"10%"
"2018",1.50434143463013,1.25262909498843,1.37420182757869,5044,819,-0.788124456371957,"10%"
"2019",1.51482145296133,1.25983493661433,1.38339002661015,5044,819,-0.788124456371957,"10%"
"2020",1.53010906891781,1.27224628730559,1.3978030488864,5044,819,-0.788124456371957,"10%"
"2021",1.55237608518902,1.28902211526031,1.41565349252201,5044,819,-0.788124456371957,"10%"
"2022",1.57027832046173,1.29726323203123,1.42889079220338,5044,819,-0.788124456371957,"10%"
"1970",1,1,1,4723,773,-0.624640463399854,"15%"
"1971",1.02054908421976,1.00538712476714,1.01314990019109,4723,773,-0.624640463399854,"15%"
"1972",1.03979594376846,1.01244003908479,1.0263423187975,4723,773,-0.624640463399854,"15%"
"1973",1.05628640312642,1.01789077151466,1.03727253777871,4723,773,-0.624640463399854,"15%"
"1974",1.07316212422964,1.0261471148217,1.04981860902801,4723,773,-0.624640463399854,"15%"
"1975",1.09128725387284,1.03691315655388,1.06421615975435,4723,773,-0.624640463399854,"15%"
"1976",1.10623760447326,1.04470049636436,1.07521148588295,4723,773,-0.624640463399854,"15%"
"1977",1.12038974657304,1.05090279933813,1.08534476567421,4723,773,-0.624640463399854,"15%"
"1978",1.13293512167245,1.05519066488938,1.09365708671255,4723,773,-0.624640463399854,"15%"
"1979",1.14625362926716,1.06230743409964,1.10364579655415,4723,773,-0.624640463399854,"15%"
"1980",1.16144686434424,1.0721429714755,1.11604143008335,4723,773,-0.624640463399854,"15%"
"1981",1.17717014866546,1.08177411723634,1.1283401734439,4723,773,-0.624640463399854,"15%"
"1982",1.18774222221933,1.08777784483464,1.13667843239004,4723,773,-0.624640463399854,"15%"
"1983",1.20051361132611,1.09499203266124,1.14636277129211,4723,773,-0.624640463399854,"15%"
"1984",1.21614419923554,1.10438539122037,1.15876714811349,4723,773,-0.624640463399854,"15%"
"1985",1.23221789109049,1.11635648944823,1.17260098084306,4723,773,-0.624640463399854,"15%"
"1986",1.24780056635983,1.12721136164856,1.18592907471672,4723,773,-0.624640463399854,"15%"
"1987",1.25704395078151,1.13261879379123,1.19347298294923,4723,773,-0.624640463399854,"15%"
"1988",1.26842059547797,1.14031573069874,1.20291344454704,4723,773,-0.624640463399854,"15%"
"1989",1.27969210939766,1.14856580336922,1.21249571263878,4723,773,-0.624640463399854,"15%"
"1990",1.29266326939665,1.15742873415459,1.22376715685709,4723,773,-0.624640463399854,"15%"
"1991",1.30477654501549,1.16411151536626,1.23328736202336,4723,773,-0.624640463399854,"15%"
"1992",1.31823302396006,1.17217853507509,1.24364719114243,4723,773,-0.624640463399854,"15%"
"1993",1.33912593172726,1.18774162183744,1.26223716922523,4723,773,-0.624640463399854,"15%"
"1994",1.36563475116409,1.20536576163084,1.28485570394425,4723,773,-0.624640463399854,"15%"
"1995",1.38584438963141,1.21599507537936,1.29955173543932,4723,773,-0.624640463399854,"15%"
"1996",1.40600367001283,1.23087548051744,1.3170683546407,4723,773,-0.624640463399854,"15%"
"1997",1.41736382354316,1.23951914883254,1.32698340430122,4723,773,-0.624640463399854,"15%"
"1998",1.42177309292865,1.24032880889695,1.3292795318854,4723,773,-0.624640463399854,"15%"
"1999",1.42474691510344,1.23860827651768,1.32909503273245,4723,773,-0.624640463399854,"15%"
"2000",1.42711323838983,1.23862509829161,1.33031557051486,4723,773,-0.624640463399854,"15%"
"2001",1.44169542782727,1.24756711951096,1.34136281050551,4723,773,-0.624640463399854,"15%"
"2002",1.45787749632957,1.25731154517396,1.3543443357747,4723,773,-0.624640463399854,"15%"
"2003",1.47576518796739,1.26874297505552,1.36862366318456,4723,773,-0.624640463399854,"15%"
"2004",1.49213095737441,1.28096560060499,1.38295950698872,4723,773,-0.624640463399854,"15%"
"2005",1.51568446700736,1.30042080815343,1.40416997559774,4723,773,-0.624640463399854,"15%"
"2006",1.53751571387563,1.31690721454505,1.42320392963266,4723,773,-0.624640463399854,"15%"
"2007",1.55958221855852,1.33288024176745,1.44177999787529,4723,773,-0.624640463399854,"15%"
"2008",1.57377812783162,1.34259671634861,1.45372040342588,4723,773,-0.624640463399854,"15%"
"2009",1.58588468238995,1.34958564204775,1.4626476636425,4723,773,-0.624640463399854,"15%"
"2010",1.59994815184113,1.35803620244897,1.47378712733372,4723,773,-0.624640463399854,"15%"
"2011",1.61510281537765,1.36889352962268,1.48679703984162,4723,773,-0.624640463399854,"15%"
"2012",1.63096750259818,1.37762346773687,1.49880508841362,4723,773,-0.624640463399854,"15%"
"2013",1.65052235146266,1.39212571953376,1.51609819044151,4723,773,-0.624640463399854,"15%"
"2014",1.67721441900782,1.41010259852928,1.53821468732193,4723,773,-0.624640463399854,"15%"
"2015",1.70897539371995,1.43369989422992,1.56531479269682,4723,773,-0.624640463399854,"15%"
"2016",1.73420554564323,1.45092456558798,1.58668587023269,4723,773,-0.624640463399854,"15%"
"2017",1.74189100935472,1.45516197384222,1.59271333593393,4723,773,-0.624640463399854,"15%"
"2018",1.74470129705859,1.45459227935939,1.59384590126501,4723,773,-0.624640463399854,"15%"
"2019",1.75888131148701,1.46426259701301,1.60580363834132,4723,773,-0.624640463399854,"15%"
"2020",1.78080158729001,1.47865126539119,1.62422421576343,4723,773,-0.624640463399854,"15%"
"2021",1.80829339700962,1.49849313287167,1.64763912856357,4723,773,-0.624640463399854,"15%"
"2022",1.83934848427365,1.51804685667244,1.67266229792808,4723,773,-0.624640463399854,"15%"
